title,link,published,thumbnail,location,summary,source
Man saves stranger from getting a parking ticket through a small act of kindness - Upworthy,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vc2Nvb3AudXB3b3J0aHkuY29tL21hbi1zYXZlcy1zdHJhbmdlci1mcm9tLWdldHRpbmctYS1wYXJraW5nLXRpY2tldC10aHJvdWdoLWEtc21hbGwtYWN0LW9mLWtpbmRuZXNz0gEA?oc=5,2024-06-09 10:30:02,https://d34zrgnx1tq8w.cloudfront.net/698078/uploads/099a9b70-2422-11ef-9bf4-71c0123c621d_1200_630.jpeg,,"<a href=""https://news.google.com/rss/articles/CBMia2h0dHBzOi8vc2Nvb3AudXB3b3J0aHkuY29tL21hbi1zYXZlcy1zdHJhbmdlci1mcm9tLWdldHRpbmctYS1wYXJraW5nLXRpY2tldC10aHJvdWdoLWEtc21hbGwtYWN0LW9mLWtpbmRuZXNz0gEA?oc=5"" target=""_blank"">Man saves stranger from getting a parking ticket through a small act of kindness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Upworthy</font>",Google News
School custodian gets a national nod because of his kindness - Chicago Tribune,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmNoaWNhZ290cmlidW5lLmNvbS8yMDI0LzA2LzA4L3NjaG9vbC1jdXN0b2RpYW4tZ2V0cy1hLW5hdGlvbmFsLW5vZC1iZWNhdXNlLW9mLWhpcy1raW5kbmVzcy_SAQA?oc=5,2024-06-08 11:01:52,https://www.chicagotribune.com/wp-content/uploads/2024/06/STA-L-nuno-custodian-award-0610-01.jpg?w=1024&h=728,"(41.5062834, -87.6357079)","<a href=""https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmNoaWNhZ290cmlidW5lLmNvbS8yMDI0LzA2LzA4L3NjaG9vbC1jdXN0b2RpYW4tZ2V0cy1hLW5hdGlvbmFsLW5vZC1iZWNhdXNlLW9mLWhpcy1raW5kbmVzcy_SAQA?oc=5"" target=""_blank"">School custodian gets a national nod because of his kindness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Chicago Tribune</font>",Google News
Kindness Card Program lifts others up with thoughtful notes - CBS Pittsburgh,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNic25ld3MuY29tL3BpdHRzYnVyZ2gvdmlkZW8va2luZG5lc3MtY2FyZC1wcm9ncmFtLWxpZnRzLW90aGVycy11cC13aXRoLXRob3VnaHRmdWwtbm90ZXMv0gEA?oc=5,2024-06-07 19:25:00,https://assets3.cbsnewsstatic.com/hub/i/r/2024/06/07/ba114e12-8769-4ada-af4b-6348de8ea8ff/thumbnail/1200x630/20275bde3acf372b1855f432bf3be5ae/b004ecae02ac4e664051176dde91b4b2.jpg?v=94cbb61397dbf7eca3740fa55510ba88,,"<a href=""https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNic25ld3MuY29tL3BpdHRzYnVyZ2gvdmlkZW8va2luZG5lc3MtY2FyZC1wcm9ncmFtLWxpZnRzLW90aGVycy11cC13aXRoLXRob3VnaHRmdWwtbm90ZXMv0gEA?oc=5"" target=""_blank"">Kindness Card Program lifts others up with thoughtful notes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS Pittsburgh</font>",Google News
"Rylan Kindness: I'm young, rich and successful and had to leave the country because other Australians are alwa - Daily Mail",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9uZXdzL2FydGljbGUtMTM0OTk3OTUvUnlsYW4tS2luZG5lc3MtdGFsbC1wb3BweS1zeW5kcm9tZS5odG1s0gFdaHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL25ld3MvYXJ0aWNsZS0xMzQ5OTc5NS9hbXAvUnlsYW4tS2luZG5lc3MtdGFsbC1wb3BweS1zeW5kcm9tZS5odG1s?oc=5,2024-06-09 03:17:38,https://i.dailymail.co.uk/1s/2024/06/07/01/85821217-0-image-m-24_1717718722992.jpg,"(-24.7761086, 134.755)","<a href=""https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9uZXdzL2FydGljbGUtMTM0OTk3OTUvUnlsYW4tS2luZG5lc3MtdGFsbC1wb3BweS1zeW5kcm9tZS5odG1s0gFdaHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL25ld3MvYXJ0aWNsZS0xMzQ5OTc5NS9hbXAvUnlsYW4tS2luZG5lc3MtdGFsbC1wb3BweS1zeW5kcm9tZS5odG1s?oc=5"" target=""_blank"">Rylan Kindness: I'm young, rich and successful and had to leave the country because other Australians are alwa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Daily Mail</font>",Google News
LWLies 103: The Kinds of Kindness issue – Out now! - Little White Lies,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vbHdsaWVzLmNvbS9hcnRpY2xlcy9sd2xpZXMtMTAzLXRoZS1raW5kcy1vZi1raW5kbmVzcy1pc3N1ZS1vdXQtbm93L9IBAA?oc=5,2024-06-06 14:02:01,https://lwlies.com/wp-content/uploads/2024/06/website.jpg,"(44.3658647, -121.6685151)","<a href=""https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vbHdsaWVzLmNvbS9hcnRpY2xlcy9sd2xpZXMtMTAzLXRoZS1raW5kcy1vZi1raW5kbmVzcy1pc3N1ZS1vdXQtbm93L9IBAA?oc=5"" target=""_blank"">LWLies 103: The Kinds of Kindness issue – Out now!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Little White Lies</font>",Google News
Mom's 'random act of kindness' in honor of her late daughter has left the internet in tears - GOOD,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lmdvb2QuaXMvbW9tcy1yYW5kb20tYWN0LW9mLWtpbmRuZXNzLWluLWhvbm9yLW9mLWhlci1sYXRlLWRhdWdodGVyLWhhcy1sZWZ0LXRoZS1pbnRlcm5ldC1pbi10ZWFyc9IBAA?oc=5,2024-06-07 16:35:37,https://d1uky1dtpry8e9.cloudfront.net/696651/uploads/4548e5f0-1e5a-11ef-a8ac-1fe455e0471e_800_420.jpeg,"(33.4942189, -111.926018)","<a href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lmdvb2QuaXMvbW9tcy1yYW5kb20tYWN0LW9mLWtpbmRuZXNzLWluLWhvbm9yLW9mLWhlci1sYXRlLWRhdWdodGVyLWhhcy1sZWZ0LXRoZS1pbnRlcm5ldC1pbi10ZWFyc9IBAA?oc=5"" target=""_blank"">Mom's 'random act of kindness' in honor of her late daughter has left the internet in tears</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GOOD</font>",Google News
Operation Kindness opens Lifesaving Partnerships Hub in Dallas - Community Impact,https://news.google.com/rss/articles/CBMijQFodHRwczovL2NvbW11bml0eWltcGFjdC5jb20vZGFsbGFzLWZvcnQtd29ydGgvcmljaGFyZHNvbi9ub25wcm9maXQvMjAyNC8wNi8wNy9vcGVyYXRpb24ta2luZG5lc3Mtb3BlbnMtbGlmZXNhdmluZy1wYXJ0bmVyc2hpcHMtaHViLWluLWRhbGxhcy_SAQA?oc=5,2024-06-07 18:00:00,https://communityimpact.com/uploads/images/2024/06/07/313214.jpeg,"(32.7762719, -96.7968559)","<a href=""https://news.google.com/rss/articles/CBMijQFodHRwczovL2NvbW11bml0eWltcGFjdC5jb20vZGFsbGFzLWZvcnQtd29ydGgvcmljaGFyZHNvbi9ub25wcm9maXQvMjAyNC8wNi8wNy9vcGVyYXRpb24ta2luZG5lc3Mtb3BlbnMtbGlmZXNhdmluZy1wYXJ0bmVyc2hpcHMtaHViLWluLWRhbGxhcy_SAQA?oc=5"" target=""_blank"">Operation Kindness opens Lifesaving Partnerships Hub in Dallas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Community Impact</font>",Google News
"Dover High School Class of 2024 graduates, praised for kindness - Foster's Daily Democrat",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmZvc3RlcnMuY29tL3N0b3J5L25ld3MvZWR1Y2F0aW9uLzIwMjQvMDYvMDYvZG92ZXItaGlnaC1zY2hvb2wtMjAyNC1ncmFkdWF0aW9uLWNlcmVtb255LzczOTU1NjU5MDA3L9IBAA?oc=5,2024-06-07 03:33:13,https://staticassets.gannettdigital.com/gci-static-assets/assets/global/checkout/meta-generic.png,,"<a href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmZvc3RlcnMuY29tL3N0b3J5L25ld3MvZWR1Y2F0aW9uLzIwMjQvMDYvMDYvZG92ZXItaGlnaC1zY2hvb2wtMjAyNC1ncmFkdWF0aW9uLWNlcmVtb255LzczOTU1NjU5MDA3L9IBAA?oc=5"" target=""_blank"">Dover High School Class of 2024 graduates, praised for kindness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Foster's Daily Democrat</font>",Google News
The Fierce Kindness paradox: How HR should manage difficult workplace relationships - Unleash,https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy51bmxlYXNoLmFpL3N0cmF0ZWd5LWFuZC1sZWFkZXJzaGlwL3RoZS1maWVyY2Uta2luZG5lc3MtcGFyYWRveC1ob3ctaHItc2hvdWxkLW1hbmFnZS1kaWZmaWN1bHQtd29ya3BsYWNlLXJlbGF0aW9uc2hpcHMv0gEA?oc=5,2024-06-05 15:34:37,https://www.unleash.ai/wp-content/uploads/2024/03/Fierce-.jpeg,"(51.5074456, -0.1277653)","<a href=""https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy51bmxlYXNoLmFpL3N0cmF0ZWd5LWFuZC1sZWFkZXJzaGlwL3RoZS1maWVyY2Uta2luZG5lc3MtcGFyYWRveC1ob3ctaHItc2hvdWxkLW1hbmFnZS1kaWZmaWN1bHQtd29ya3BsYWNlLXJlbGF0aW9uc2hpcHMv0gEA?oc=5"" target=""_blank"">The Fierce Kindness paradox: How HR should manage difficult workplace relationships</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Unleash</font>",Google News
Former Marine from Platte killed in car crash remembered for his unwavering kindness - Mitchell Republic,https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5taXRjaGVsbHJlcHVibGljLmNvbS9uZXdzL2xvY2FsL2Zvcm1lci1tYXJpbmUtZnJvbS1wbGF0dGUta2lsbGVkLWluLWNhci1jcmFzaC1yZW1lbWJlcmVkLWZvci1oaXMtdW53YXZlcmluZy1raW5kbmVzc9IBAA?oc=5,2024-06-07 19:17:00,https://cdn.forumcomm.com/dims4/default/2eaadfa/2147483647/strip/true/crop/645x660+0+0/resize/1042x1066!/quality/90/?url=https%3A%2F%2Fforum-communications-production-web.s3.us-west-2.amazonaws.com%2Fbrightspot%2F29%2F1e%2Fb870814846308b003c5b5e310afe%2Fimg-6390.jpg,"(38.6584211, -90.2672264)","<a href=""https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5taXRjaGVsbHJlcHVibGljLmNvbS9uZXdzL2xvY2FsL2Zvcm1lci1tYXJpbmUtZnJvbS1wbGF0dGUta2lsbGVkLWluLWNhci1jcmFzaC1yZW1lbWJlcmVkLWZvci1oaXMtdW53YXZlcmluZy1raW5kbmVzc9IBAA?oc=5"" target=""_blank"">Former Marine from Platte killed in car crash remembered for his unwavering kindness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mitchell Republic</font>",Google News
Serving up kindness with 207 | | qchron.com - Queens Chronicle,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnFjaHJvbi5jb20vZWRpdGlvbnMvc291dGgvc2VydmluZy11cC1raW5kbmVzcy13aXRoLTIwNy9hcnRpY2xlXzMxNmI0MTgzLTg1N2QtNWNiNC1iNmY4LTZmYmEzYjk5MThjMS5odG1s0gEA?oc=5,2024-06-06 14:30:00,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnFjaHJvbi5jb20vZWRpdGlvbnMvc291dGgvc2VydmluZy11cC1raW5kbmVzcy13aXRoLTIwNy9hcnRpY2xlXzMxNmI0MTgzLTg1N2QtNWNiNC1iNmY4LTZmYmEzYjk5MThjMS5odG1s0gEA?oc=5"" target=""_blank"">Serving up kindness with 207 | | qchron.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Queens Chronicle</font>",Google News
Thanks for such great help and kindness – Yuma Pioneer - YumaPioneer,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lnl1bWFwaW9uZWVyLmNvbS90aGFua3MtZm9yLXN1Y2gtZ3JlYXQtaGVscC1hbmQta2luZG5lc3Mv0gEA?oc=5,2024-06-07 20:40:17,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lnl1bWFwaW9uZWVyLmNvbS90aGFua3MtZm9yLXN1Y2gtZ3JlYXQtaGVscC1hbmQta2luZG5lc3Mv0gEA?oc=5"" target=""_blank"">Thanks for such great help and kindness – Yuma Pioneer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">YumaPioneer</font>",Google News
Washington students recognized for kindness each Friday via book vending machine - 69News WFMZ-TV,https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy53Zm16LmNvbS9uZXdzL2FyZWEvd2VzdGVybi1uZXdqZXJzZXkvd2FzaGluZ3Rvbi1zdHVkZW50cy1yZWNvZ25pemVkLWZvci1raW5kbmVzcy1lYWNoLWZyaWRheS12aWEtYm9vay12ZW5kaW5nLW1hY2hpbmUvYXJ0aWNsZV8zNDJjNGQxMi0yMmFhLTExZWYtYmM3NS0yMzZiYjczY2U3YTUuaHRtbNIBAA?oc=5,2024-06-07 21:30:00,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy53Zm16LmNvbS9uZXdzL2FyZWEvd2VzdGVybi1uZXdqZXJzZXkvd2FzaGluZ3Rvbi1zdHVkZW50cy1yZWNvZ25pemVkLWZvci1raW5kbmVzcy1lYWNoLWZyaWRheS12aWEtYm9vay12ZW5kaW5nLW1hY2hpbmUvYXJ0aWNsZV8zNDJjNGQxMi0yMmFhLTExZWYtYmM3NS0yMzZiYjczY2U3YTUuaHRtbNIBAA?oc=5"" target=""_blank"">Washington students recognized for kindness each Friday via book vending machine</a>&nbsp;&nbsp;<font color=""#6f6f6f"">69News WFMZ-TV</font>",Google News
Emma Stone Improvised Her Memetastic 'Kinds of Kindness' Dance - Collider,https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vY29sbGlkZXIuY29tL2VtbWEtc3RvbmUta2luZHMtb2Yta2luZG5lc3MtZGFuY2Uv0gEA?oc=5,2024-06-05 16:45:00,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vY29sbGlkZXIuY29tL2VtbWEtc3RvbmUta2luZHMtb2Yta2luZG5lc3MtZGFuY2Uv0gEA?oc=5"" target=""_blank"">Emma Stone Improvised Her Memetastic 'Kinds of Kindness' Dance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Collider</font>",Google News
Grayson Murray is remembered for his kindness during a player ceremony at the Memorial | Daily Independent - Daily Independent,https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy55b3VydmFsbGV5Lm5ldC9zdG9yaWVzL2dyYXlzb24tbXVycmF5LWlzLXJlbWVtYmVyZWQtZm9yLWhpcy1raW5kbmVzcy1kdXJpbmctYS1wbGF5ZXItY2VyZW1vbnktYXQtdGhlLW1lbW9yaWFsLDUxNDU2NtIBAA?oc=5,2024-06-04 15:29:59,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy55b3VydmFsbGV5Lm5ldC9zdG9yaWVzL2dyYXlzb24tbXVycmF5LWlzLXJlbWVtYmVyZWQtZm9yLWhpcy1raW5kbmVzcy1kdXJpbmctYS1wbGF5ZXItY2VyZW1vbnktYXQtdGhlLW1lbW9yaWFsLDUxNDU2NtIBAA?oc=5"" target=""_blank"">Grayson Murray is remembered for his kindness during a player ceremony at the Memorial | Daily Independent</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Daily Independent</font>",Google News
PHOTOS: Annual Sudell Sprint & Color Run at Western Middle School Spreads Kindness - Greenwich Free Press,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vZ3JlZW53aWNoZnJlZXByZXNzLmNvbS9zY2hvb2xzL3Bob3Rvcy1hbm51YWwtc3VkZWxsLXNwcmludC1jb2xvci1ydW4tYXQtd2VzdGVybi1taWRkbGUtc2Nob29sLXNwcmVhZHMta2luZG5lc3MtMjE3NzkzL9IBAA?oc=5,2024-06-06 18:18:17,https://greenwichfreepress.com/wp-content/uploads/2024/06/Screen-Shot-2024-06-06-at-7.02.52-AM-1170x827.jpg,"(51.46862565, 0.04883057313755089)","<a href=""https://news.google.com/rss/articles/CBMifmh0dHBzOi8vZ3JlZW53aWNoZnJlZXByZXNzLmNvbS9zY2hvb2xzL3Bob3Rvcy1hbm51YWwtc3VkZWxsLXNwcmludC1jb2xvci1ydW4tYXQtd2VzdGVybi1taWRkbGUtc2Nob29sLXNwcmVhZHMta2luZG5lc3MtMjE3NzkzL9IBAA?oc=5"" target=""_blank"">PHOTOS: Annual Sudell Sprint & Color Run at Western Middle School Spreads Kindness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Greenwich Free Press</font>",Google News
Kinds of Kindness: the particularities - nss magazine,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm5zc21hZy5jb20vZW4vbGlmZXN0eWxlLzM2OTYzL2tpbmRzLW9mLWtpbmRuZXNzLW1vdmllLXlvcmdvcy1sYW50aGltb3MtcmVsZWFzZdIBAA?oc=5,2024-06-07 09:00:08,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm5zc21hZy5jb20vZW4vbGlmZXN0eWxlLzM2OTYzL2tpbmRzLW9mLWtpbmRuZXNzLW1vdmllLXlvcmdvcy1sYW50aGltb3MtcmVsZWFzZdIBAA?oc=5"" target=""_blank"">Kinds of Kindness: the particularities</a>&nbsp;&nbsp;<font color=""#6f6f6f"">nss magazine</font>",Google News
Woman makes childhood friend's day with a sweet message reminiscing about their kindness - Upworthy,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vc2Nvb3AudXB3b3J0aHkuY29tL3dvbWFuLW1ha2VzLWNoaWxkaG9vZC1mcmllbmRzLWRheS13aXRoLWEtc3dlZXQtbWVzc2FnZS1yZW1pbmlzY2luZy1hYm91dC10aGVpci1raW5kbmVzc9IBAA?oc=5,2024-06-07 03:00:01,https://d34zrgnx1tq8w.cloudfront.net/696289/uploads/4249fbf0-1ce8-11ef-a2c6-c78472447758_1200_630.jpeg,,"<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vc2Nvb3AudXB3b3J0aHkuY29tL3dvbWFuLW1ha2VzLWNoaWxkaG9vZC1mcmllbmRzLWRheS13aXRoLWEtc3dlZXQtbWVzc2FnZS1yZW1pbmlzY2luZy1hYm91dC10aGVpci1raW5kbmVzc9IBAA?oc=5"" target=""_blank"">Woman makes childhood friend's day with a sweet message reminiscing about their kindness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Upworthy</font>",Google News
"Shared music experiences enhance pleasure and boost kindness, according to new psychology research - PsyPost",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnBzeXBvc3Qub3JnL3NoYXJlZC1tdXNpYy1leHBlcmllbmNlcy1lbmhhbmNlLXBsZWFzdXJlLWFuZC1ib29zdC1raW5kbmVzcy1hY2NvcmRpbmctdG8tbmV3LXBzeWNob2xvZ3ktcmVzZWFyY2gv0gEA?oc=5,2024-06-07 10:06:57,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnBzeXBvc3Qub3JnL3NoYXJlZC1tdXNpYy1leHBlcmllbmNlcy1lbmhhbmNlLXBsZWFzdXJlLWFuZC1ib29zdC1raW5kbmVzcy1hY2NvcmRpbmctdG8tbmV3LXBzeWNob2xvZ3ktcmVzZWFyY2gv0gEA?oc=5"" target=""_blank"">Shared music experiences enhance pleasure and boost kindness, according to new psychology research</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PsyPost</font>",Google News
"A tribute to Natick's Frank Lam, 'a beacon of kindness and compassion' - Natick Report",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm5hdGlja3JlcG9ydC5jb20vMjAyNC8wNi9hLXRyaWJ1dGUtdG8tbmF0aWNrcy1mcmFuay1sYW0tYS1iZWFjb24tb2Yta2luZG5lc3MtYW5kLWNvbXBhc3Npb24v0gEA?oc=5,2024-06-05 20:25:38,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm5hdGlja3JlcG9ydC5jb20vMjAyNC8wNi9hLXRyaWJ1dGUtdG8tbmF0aWNrcy1mcmFuay1sYW0tYS1iZWFjb24tb2Yta2luZG5lc3MtYW5kLWNvbXBhc3Npb24v0gEA?oc=5"" target=""_blank"">A tribute to Natick's Frank Lam, 'a beacon of kindness and compassion'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Natick Report</font>",Google News
Tain Tesco stranger's act of kindness leaves Dad in tears - Northern Times,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3Lm5vcnRoZXJuLXRpbWVzLmNvLnVrL25ld3Mvc3RyYW5nZXItcy1raW5kbmVzcy1sZWF2ZXMtZGFkLW9mLWJyYWluLWRpc29yZGVyLWxhc3MtaW4tdGVhLTM1Mjc2MS_SAQA?oc=5,2024-06-09 07:01:00,https://www.northern-times.co.uk/_media/img/5NJBBCQG5UCRMOK3LTQ6.jpg,"(39.7837304, -100.445882)","<a href=""https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3Lm5vcnRoZXJuLXRpbWVzLmNvLnVrL25ld3Mvc3RyYW5nZXItcy1raW5kbmVzcy1sZWF2ZXMtZGFkLW9mLWJyYWluLWRpc29yZGVyLWxhc3MtaW4tdGVhLTM1Mjc2MS_SAQA?oc=5"" target=""_blank"">Tain Tesco stranger's act of kindness leaves Dad in tears</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northern Times</font>",Google News
Kindergartner builds garden of 'kindness rocks' at LI hospital - Newsday,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5ld3NkYXkuY29tL2xvbmctaXNsYW5kL3Rvd25zL2tpbmRuZXNzLXJvY2tzLXBhdGllbnRzLWdvb2Qtc2FtYXJpdGFuLXVuaXZlcnNpdHktaG9zcGl0YWwtcHJ5MHdjdzfSAQA?oc=5,2024-06-03 07:00:00,https://cdn.newsday.com/ace/c:OTJkNGI0ZTYtMzkzMy00:N2QwOWM0/landscape/1280,,"<a href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5ld3NkYXkuY29tL2xvbmctaXNsYW5kL3Rvd25zL2tpbmRuZXNzLXJvY2tzLXBhdGllbnRzLWdvb2Qtc2FtYXJpdGFuLXVuaXZlcnNpdHktaG9zcGl0YWwtcHJ5MHdjdzfSAQA?oc=5"" target=""_blank"">Kindergartner builds garden of 'kindness rocks' at LI hospital</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newsday</font>",Google News
"'Owlman' Clarence Cameron has died, leaving a legacy of art, community and kindness - Madison.com",https://news.google.com/rss/articles/CBMilwFodHRwczovL21hZGlzb24uY29tL2xpZmUtZW50ZXJ0YWlubWVudC9sb2NhbC9hcnQtdGhlYXRlci9vd2xtYW4tY2xhcmVuY2UtY2FtZXJvbi1sb2NraGFydC1hcnRpc3QtZGllZC9hcnRpY2xlXzk0ZmU4YTY2LTIyZjQtMTFlZi1hOTRkLThiYjg5Y2M5NTExNC5odG1s0gEA?oc=5,2024-06-05 16:30:00,C:/Users/Mikael Lemieux/Documents/Scripts/Curling_Scripts/Imagery/Curling News.png,,"<a href=""https://news.google.com/rss/articles/CBMilwFodHRwczovL21hZGlzb24uY29tL2xpZmUtZW50ZXJ0YWlubWVudC9sb2NhbC9hcnQtdGhlYXRlci9vd2xtYW4tY2xhcmVuY2UtY2FtZXJvbi1sb2NraGFydC1hcnRpc3QtZGllZC9hcnRpY2xlXzk0ZmU4YTY2LTIyZjQtMTFlZi1hOTRkLThiYjg5Y2M5NTExNC5odG1s0gEA?oc=5"" target=""_blank"">'Owlman' Clarence Cameron has died, leaving a legacy of art, community and kindness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Madison.com</font>",Google News
Chef Roy Choi urges CSUF Class of 2024 to ‘lead with kindness’ - OCRegister,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3Lm9jcmVnaXN0ZXIuY29tLzIwMjQvMDYvMDMvY2hlZi1yb3ktY2hvaS11cmdlcy1jc3VmLWNsYXNzLW9mLTIwMjQtdG8tbGVhZC13aXRoLWtpbmRuZXNzL9IBZ2h0dHBzOi8vd3d3Lm9jcmVnaXN0ZXIuY29tLzIwMjQvMDYvMDMvY2hlZi1yb3ktY2hvaS11cmdlcy1jc3VmLWNsYXNzLW9mLTIwMjQtdG8tbGVhZC13aXRoLWtpbmRuZXNzL2FtcC8?oc=5,2024-06-03 13:28:35,https://www.ocregister.com/wp-content/uploads/2024/06/CSF-L-CHOI-0602-1.jpg?w=1024&h=682,"(23.055660099999997, 81.85415131653889)","<a href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3Lm9jcmVnaXN0ZXIuY29tLzIwMjQvMDYvMDMvY2hlZi1yb3ktY2hvaS11cmdlcy1jc3VmLWNsYXNzLW9mLTIwMjQtdG8tbGVhZC13aXRoLWtpbmRuZXNzL9IBZ2h0dHBzOi8vd3d3Lm9jcmVnaXN0ZXIuY29tLzIwMjQvMDYvMDMvY2hlZi1yb3ktY2hvaS11cmdlcy1jc3VmLWNsYXNzLW9mLTIwMjQtdG8tbGVhZC13aXRoLWtpbmRuZXNzL2FtcC8?oc=5"" target=""_blank"">Chef Roy Choi urges CSUF Class of 2024 to ‘lead with kindness’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">OCRegister</font>",Google News
